SET 1 98
SET 2 64
SET 3 14
SET 4 16
SET 5 71
SET 6 27
SET 7 33
SET 8 97
SET 9 99
SET 10 37
SET 11 48
SET 12 68
SET 13 38
SET 14 83
SET 15 73
SET 16 50
SET 17 61
SET 18 87
SET 19 57
SET 20 25
SET 21 83
SET 22 45
SET 23 26
SET 24 20
SET 25 84
SET 26 82
SET 27 44
SET 28 99
SET 29 48
SET 30 86
SET 31 35
SET 32 46
SET 33 68
SET 34 63
SET 35 42
SET 36 95
SET 37 58
SET 38 86
SET 39 88
SET 40 78
SET 41 98
SET 42 97
SET 43 29
SET 44 16
SET 45 73
SET 46 23
SET 47 85
SET 48 23
SET 49 93
SET 50 27
SET 51 89
SET 52 95
SET 53 68
SET 54 83
SET 55 56
SET 56 91
SET 57 28
SET 58 28
SET 59 48
SET 60 53
SET 61 83
SET 62 83
SET 63 49
SET 64 38
SET 65 94
SET 66 45
SET 67 92
SET 68 96
SET 69 50
SET 70 34
SET 71 60
SET 72 55
SET 73 35
SET 74 99
SET 75 56
SET 76 86
SET 77 23
SET 78 29
SET 79 70
SET 80 97
SET 81 77
SET 82 12
SET 83 29
SET 84 14
SET 85 82
SET 86 27
SET 87 94
SET 88 62
SET 89 42
SET 90 85
SET 91 22
SET 92 73
SET 93 70
SET 94 75
SET 95 59
SET 96 92
SET 97 100
SET 98 55
SET 99 76
SET 100 66
SET 101 98
SET 102 44
SET 103 56
SET 104 63
SET 105 91
SET 106 24
SET 107 34
SET 108 56
SET 109 36
SET 110 19
SET 111 74
SET 112 12
SET 113 96
SET 114 20
SET 115 95
SET 116 30
SET 117 73
SET 118 24
SET 119 41
SET 120 70
SET 121 61
SET 122 42
SET 123 91
SET 124 80
SET 125 56
SET 126 33
SET 127 25
SET 128 63
SET 129 45
SET 130 61
SET 131 28
SET 132 15
SET 133 75
SET 134 27
SET 135 38
SET 136 76
SET 137 14
SET 138 34
SET 139 15
SET 140 31
SET 141 12
SET 142 92
SET 143 42
SET 144 21
SET 145 71
SET 146 24
SET 147 82
SET 148 36
SET 149 88
SET 150 67
SET 151 18
SET 152 69
SET 153 47
SET 154 60
SET 155 65
SET 156 71
SET 157 36
SET 158 57
SET 159 47
SET 160 79
SET 161 47
SET 162 92
SET 163 15
SET 164 51
SET 165 94
SET 166 57
SET 167 49
SET 168 69
SET 169 60
SET 170 52
SET 171 64
SET 172 86
SET 173 85
SET 174 39
SET 175 17
SET 176 58
SET 177 26
SET 178 69
SET 179 64
SET 180 88
SET 181 31
SET 182 36
SET 183 52
SET 184 28
SET 185 34
SET 186 53
SET 187 17
SET 188 72
SET 189 58
SET 190 60
SET 191 50
SET 192 28
SET 193 44
SET 194 79
SET 195 95
SET 196 43
SET 197 71
SET 198 77
SET 199 81
SET 200 66
SET 201 44
SET 202 11
SET 203 55
SET 204 19
SET 205 35
SET 206 48
SET 207 45
SET 208 90
SET 209 23
SET 210 72
SET 211 16
SET 212 46
SET 213 65
SET 214 58
SET 215 64
SET 216 64
SET 217 87
SET 218 92
SET 219 60
SET 220 10
SET 221 87
SET 222 75
SET 223 71
SET 224 41
SET 225 44
SET 226 16
SET 227 73
SET 228 14
SET 229 14
SET 230 68
SET 231 39
SET 232 77
SET 233 62
SET 234 47
SET 235 93
SET 236 48
SET 237 47
SET 238 74
SET 239 63
SET 240 13
SET 241 13
SET 242 100
SET 243 52
SET 244 98
SET 245 40
SET 246 24
SET 247 27
SET 248 43
SET 249 75
SET 250 39
SET 251 70
SET 252 96
SET 253 60
SET 254 80
SET 255 65
SET 256 76
SET 257 12
SET 258 32
SET 259 67
SET 260 71
SET 261 29
SET 262 67
SET 263 90
SET 264 87
SET 265 37
SET 266 89
SET 267 92
SET 268 92
SET 269 68
SET 270 30
SET 271 78
SET 272 36
SET 273 39
SET 274 84
SET 275 14
SET 276 82
SET 277 10
SET 278 78
SET 279 54
SET 280 88
SET 281 84
SET 282 28
SET 283 32
SET 284 78
SET 285 12
SET 286 76
